,created_at,source,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,location,clean_text
3096,Fri Jun 18 23:12:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,en,33.0,37.0,cjsienna55,8967,9821,,"[{'text': 'ThisisIsrael', 'indices': [211, 224]}]","[{'screen_name': 'AIPAC', 'name': 'AIPAC', 'id': 15987296, 'id_str': '15987296', 'indices': [0, 6]}]",United States,aipac will aipac tell world israel sold expir vaccin palestinian could disastr palestinian make covid19 crisi far wors lead palestinian death thisisisrael httpstcowtpn9xmsv
3097,Fri Jun 18 23:13:00 +0000 2021,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0.2,0.2,en,,,then24dotcom,160,382,,,,,nan
3098,Fri Jun 18 23:13:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.06666666666666668,0.44166666666666665,en,163.0,14.0,jonnyfallon,10901,5693,,"[{'text': 'COVID19', 'indices': [103, 111]}]","[{'screen_name': 'HSELive', 'name': 'HSE Ireland', 'id': 69298376, 'id_str': '69298376', 'indices': [267, 275]}]",Ireland,everi day suppli allow vaccin see benefit were 44 posit covid19 inpati hospit 15 icu 21 hospit one case less huge credit public support amp take vaccin hseliv
3099,Fri Jun 18 23:13:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.05,0.15,en,801.0,454.0,TerraceXia,1,30,,[],[],,big news up 25800 may kill covid vaccin i bet lower bound number kill safe effect vaccin whi isnt anyon cdc fda warn american public danger meantimehttpstco105gldeamq
3100,Fri Jun 18 23:13:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.12916666666666665,0.6416666666666667,en,5.0,1.0,ak2webd3,3659,5007,,"[{'text': 'DeltaVariant', 'indices': [266, 279]}]","[{'screen_name': 'Telegraph', 'name': 'The Telegraph', 'id': 16343974, 'id_str': '16343974', 'indices': [142, 152]}]","Bay Area, California",covid live uk report 9055 new case south africa record highest daili case five month httpstcoqrf8suf8zz and big stori via telegraph fulli vaccin peopl abl travel onli problem eu left uk white list deltavari
3101,Fri Jun 18 23:13:37 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.16666666666666666,0.18888888888888888,en,1.0,1.0,JohnOnDemand,788,1349,,"[{'text': 'COVID19', 'indices': [48, 56]}, {'text': 'MadetoSave', 'indices': [200, 211]}]",[],U.S.,everyon 12 year older elig get covid19 vaccin the vaccin freeregardless health insur immigr statu set appoint today httpstcolu1qpdhgr madetosav httpstcovgppjwheor
3102,Fri Jun 18 23:13:38 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.5,0.6666666666666666,en,485.0,199.0,ll_lcda,323,1515,,"[{'text': 'COVID19', 'indices': [49, 57]}]",[],"Caracas, Venezuela",israel deliv million dose covid19 vaccin palestinian author help fight corona pandem the 1st deliveri consist 100000 vaccin transfer pa friday afternoon bitunia cross httpstco7m3lwwr1j9
3103,Fri Jun 18 23:13:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.05,0.4,en,1.0,1.0,ak2webd3,3659,5007,,"[{'text': 'VirusVariantsVaccine', 'indices': [9, 30]}, {'text': 'DeltaVariant', 'indices': [31, 44]}, {'text': 'DeltaPlusVariant', 'indices': [66, 83]}, {'text': 'VaccinEquity', 'indices': [139, 152]}]",[],"Bay Area, California",not good virusvariantsvaccin deltavari offspr deltaplusvari we need vaccin world now africa mind vaccinequ
3104,Fri Jun 18 23:14:01 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0.0,0.0,en,,,theTiser,140163,195,,,,"Adelaide, South Australia",nan
3105,Fri Jun 18 23:14:06 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.125,0.325,en,505.0,255.0,BotondBallo,553,450,,[],[],"Toronto, ON",dr moeti head who africa one best public health expert leader i know her desper request vaccin africa we plead germani uk lift patent restrict urgent transfer technolog enabl product africa httpstcosogiroihoc
3106,Fri Jun 18 23:14:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.1,en,109.0,49.0,thinkalot,3719,4631,,[],"[{'screen_name': 'IndiaCOVIDSOS', 'name': 'IndiaCOVIDSOS', 'id': 1385797144209096705, 'id_str': '1385797144209096705', 'indices': [265, 279]}]",Twitter,what saw unfold india begun ravag uganda and continu vaccin equit avail i struggl make sens world day we learn lot india 2nd wave lesson broadli applic indiacovidso
3107,Fri Jun 18 23:14:17 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.425,0.6333333333333333,en,2.0,1.0,UNICEFPacific,23519,887,,"[{'text': 'Vaccinated', 'indices': [181, 192]}]","[{'screen_name': 'Gladys_H_', 'name': 'Gladys Habu', 'id': 1250774888, 'id_str': '1250774888', 'indices': [104, 114]}, {'screen_name': 'UNICEFPacific', 'name': 'UNICEF Pacific', 'id': 329479620, 'id_str': '329479620', 'indices': [116, 130]}, {'screen_name': 'GlblCtznAU', 'name': 'Global Citizen Australia', 'id': 2213634020, 'id_str': '2213634020', 'indices': [148, 159]}]",Pacific,the covid19 vaccin best way protect ourselv our famili and commun gladys_h_ unicefpacif support join glblctznau share got vaccin httpstcoqyqqoy3mag
3108,Fri Jun 18 23:14:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.1,0.4,en,19.0,15.0,MichelleZenner,1466,2916,,"[{'text': 'COVID19', 'indices': [19, 27]}]",[],"Washington, USA",when receiv covid19 vaccin import know fulli vaccin it instant covid19 vaccin teach immun system recogn fight viru caus covid19 learn httpstcotrzrzx3cym httpstcozsgjwvp7wq
3109,Fri Jun 18 23:14:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.09375,0.28125,en,892.0,290.0,MarthaVReed,310,1113,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",[],"Richardson, TX",im pleas welcom wecandothi bu atlanta today rememb 3 easi way find covid19 vaccin near search httpstcod2pdwips8o text zip code 438829 call 18002320233 httpstcoammcmmctip
3110,Fri Jun 18 23:14:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.5083333333333333,0.7833333333333333,en,,,PuneUpdater,88,0,,,,,nan
3111,Fri Jun 18 23:15:14 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Patent Masks</a>",0.16666666666666666,0.18888888888888888,en,0.0,1.0,PatentMasks,227,1,,,,"London, United Kingdom",nan
3112,Fri Jun 18 23:15:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.2364583333333333,0.3375,en,292.0,268.0,heather151262,2204,3271,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [53, 65]}]",,africa midst fullblown third wave moetitshidi said the sober trajectori surg case draw everyon urgent action weve seen india elsewher quickli covid19 rebound overwhelm health system httpstcocemrzeidyr
3113,Fri Jun 18 23:15:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,en,,,ninjitalia,352,373,,,,,nan
3114,Fri Jun 18 23:15:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.125,0.725,en,16.0,7.0,UNICEFPacific,23519,887,,"[{'text': 'COVID19', 'indices': [110, 118]}, {'text': 'VaxBecause', 'indices': [244, 255]}]","[{'screen_name': 'GlblCtznAU', 'name': 'Global Citizen Australia', 'id': 2213634020, 'id_str': '2213634020', 'indices': [44, 55]}, {'screen_name': 'unicefaustralia', 'name': 'UNICEF Australia', 'id': 41539999, 'id_str': '41539999', 'indices': [60, 76]}, {'screen_name': 'UNICEFPacific', 'name': 'UNICEF Pacific', 'id': 329479620, 'id_str': '329479620', 'indices': [256, 270]}]",Pacific,health worker across pacif talk glblctznau unicefaustralia import covid19 vaccin reach everyon vaccin dont protect health theyr also vital educ httpstco6spi9x3k3r vaxbecaus unicefpacif httpstcov2vkjog2hk
3115,Fri Jun 18 23:15:24 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.24666666666666665,0.3533333333333334,en,256.0,92.0,matt8111,200,607,,[],"[{'screen_name': 'fordnation', 'name': 'Doug Ford', 'id': 2809959174, 'id_str': '2809959174', 'indices': [171, 182]}]","Georgian Bluffs, Ontario",new york fulli open michigan fulli open june 22 and québec much along ontario as neighbour move time us follow fordnat open ontario 100 drop mask mandat
3116,Fri Jun 18 23:15:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.2364583333333333,0.3375,en,257.0,93.0,SR35555286,27,80,,[],"[{'screen_name': 'fordnation', 'name': 'Doug Ford', 'id': 2809959174, 'id_str': '2809959174', 'indices': [171, 182]}]","Ontario, Canada",new york fulli open michigan fulli open june 22 and québec much along ontario as neighbour move time us follow fordnat open ontario 100 drop mask mandat
3117,Fri Jun 18 23:15:47 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.5083333333333333,0.7833333333333333,en,,,campbel_robert1,84,279,,,,,nan
3118,Fri Jun 18 23:16:09 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,0.0,en,109.0,96.0,Traceva001,1514,4272,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]","[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [137, 149]}]","London, England",africa need million dose amp curb third wave in midst third wave covid19 case africa dr moetitshidi call muchneed covid19 vaccin dose critic time httpstcokudpxpqq22
3119,Fri Jun 18 23:16:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.06666666666666668,0.44166666666666665,en,,,ninjitalia,352,373,,,,,nan
3120,Fri Jun 18 23:16:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.24318181818181814,0.5022727272727273,en,505.0,256.0,MariaCVos,594,1196,,[],[],"Birmingham, England",dr moeti head who africa one best public health expert leader i know her desper request vaccin africa we plead germani uk lift patent restrict urgent transfer technolog enabl product africa
3121,Fri Jun 18 23:16:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.16666666666666666,0.18888888888888888,en,,,CoachJu,743,437,,,, On the hardwood ,nan
3122,Fri Jun 18 23:16:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.5083333333333333,0.7833333333333333,en,179.0,16.0,BridgetGoulding,1091,2022,,"[{'text': 'COVID19', 'indices': [103, 111]}]","[{'screen_name': 'HSELive', 'name': 'HSE Ireland', 'id': 69298376, 'id_str': '69298376', 'indices': [267, 275]}]","Cork, Ireland",everi day suppli allow vaccin see benefit were 44 posit covid19 inpati hospit 15 icu 21 hospit one case less huge credit public support amp take vaccin hseliv
3123,Fri Jun 18 23:17:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.4,1.0,en,,,Enterafricaaol2,200,820,,,,,nan
3124,Fri Jun 18 23:17:01 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.5,1.0,en,175.0,119.0,JanieResists,4004,5001,,"[{'text': 'COVID19', 'indices': [14, 22]}]",[],"USA~""True Blue"" In AZ! ",you get covid19 vaccin vaccin includ flu shingl visit you longer need wait 14 day vaccin side effect vaccin given alon togeth more vaccin time httpstcobv3mn5xdl httpstcorwrrzhkdeg
3125,Fri Jun 18 23:17:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.10909090909090907,0.3818181818181817,en,,,PuneUpdater,88,0,,,,,nan
3126,Fri Jun 18 23:17:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.0,0.0,en,,,PuneUpdater,88,0,,,,,nan
3127,Fri Jun 18 23:17:09 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.16666666666666666,0.5333333333333333,en,18.0,19.0,TomSear,1492,4792,,"[{'text': 'DeltaVariant', 'indices': [10, 23]}, {'text': 'coronavirus', 'indices': [31, 43]}, {'text': 'vaccines', 'indices': [80, 89]}, {'text': 'COVID19', 'indices': [110, 118]}]","[{'screen_name': 'polriKr', 'name': 'Paul Ricard', 'id': 877076697807540224, 'id_str': '877076697807540224', 'indices': [214, 222]}, {'screen_name': 'AFP', 'name': 'AFP News Agency', 'id': 380648579, 'id_str': '380648579', 'indices': [227, 231]}, {'screen_name': 'EUDataNewsHub', 'name': 'EU Data News Hub🇪🇺', 'id': 413969928, 'id_str': '413969928', 'indices': [238, 252]}]","Canberra, Australia",the deltavari coronaviru contagi resist vaccin form covid19 thi know variant respond jab httpstco7wrby99jn0 polrikr afp amp eudatanewshub httpstcovvbnk7vgrq
3128,Fri Jun 18 23:17:15 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.1,0.325,en,,,laurieallee,2918,4876,,,,Los Angeles,nan
3129,Fri Jun 18 23:17:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,0.0,en,893.0,290.0,karimaDivine,1074,1947,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",[],England,im pleas welcom wecandothi bu atlanta today rememb 3 easi way find covid19 vaccin near search httpstcod2pdwips8o text zip code 438829 call 18002320233 httpstcoammcmmctip
3130,Fri Jun 18 23:17:17 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.11666666666666665,0.45,en,9.0,7.0,ia_tfc,76,396,,"[{'text': 'vaccine', 'indices': [116, 124]}, {'text': 'COVID19', 'indices': [125, 133]}]","[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [224, 232]}, {'screen_name': 'Twitter', 'name': 'Twitter', 'id': 783214, 'id_str': '783214', 'indices': [236, 244]}]",,extrem concern youtub allow respect scientist express opinion amp fact mrna vaccin covid19 even inventor mrna vaccin your next whatev opinion youtub twitter disagre govern httpstco3dwfoywjir
3131,Fri Jun 18 23:17:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.1,0.7,en,69.0,30.0,Traceva001,1514,4273,,"[{'text': 'COVID19', 'indices': [82, 90]}, {'text': 'ACTogether', 'indices': [197, 208]}, {'text': 'VaccinEquity', 'indices': [209, 222]}]","[{'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [0, 9]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [187, 196]}]","London, England",drtedro the global failur share vaccin equit fuell twotrack covid19 pandem take toll world poorest vulner peopledrtedro actogeth vaccinequ
3132,Fri Jun 18 23:17:29 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.11142857142857143,0.15428571428571428,en,,,PlanNineNorth,26,19,,,,Canada,nan
3133,Fri Jun 18 23:17:34 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,en,53.0,32.0,Traceva001,1514,4273,,"[{'text': 'COVID19', 'indices': [22, 30]}]","[{'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [0, 9]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [156, 165]}]","London, England",drtedro in africa covid19 case increas 52 past week death increas 32 and expect thing get worsedrtedro httpstcokxblvxxlco
3134,Fri Jun 18 23:17:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,0.0,en,175.0,120.0,MarlaWeezie,7308,7894,,"[{'text': 'COVID19', 'indices': [14, 22]}]",[],"Miami, FL",you get covid19 vaccin vaccin includ flu shingl visit you longer need wait 14 day vaccin side effect vaccin given alon togeth more vaccin time httpstcobv3mn5xdl httpstcorwrrzhkdeg
3135,Fri Jun 18 23:17:37 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,0.0,en,63.0,35.0,Traceva001,1514,4273,,"[{'text': 'COVID19', 'indices': [201, 209]}, {'text': 'VaccinEquity', 'indices': [210, 223]}]","[{'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [0, 9]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [191, 200]}]","London, England",drtedro less 2 africa popul vaccin vaccin donat next year far late die today infect today risk todaydrtedro covid19 vaccinequ
3136,Fri Jun 18 23:18:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,en,477.0,306.0,aneesafalasteen,3283,3875,,,,Planet Earth,nan
3137,Fri Jun 18 23:18:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.5083333333333333,0.7833333333333333,en,43.0,12.0,Traceva001,1514,4273,,"[{'text': 'COVID19', 'indices': [238, 246]}]","[{'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [0, 9]}, {'screen_name': 'G7', 'name': 'G7 UK', 'id': 3191500397, 'id_str': '3191500397', 'indices': [10, 13]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [228, 237]}]","London, England",drtedro g7 who continu support countri appli public health social measur keep peopl safe and continu support countri readi system plan rollout vaccin get themdrtedro covid19
3138,Fri Jun 18 23:18:19 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.16666666666666666,0.3666666666666667,en,42.0,12.0,Traceva001,1514,4273,,"[{'text': 'COVID19', 'indices': [58, 66]}, {'text': 'VaccinEquity', 'indices': [209, 222]}]","[{'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [0, 9]}, {'screen_name': 'G7', 'name': 'G7 UK', 'id': 3191500397, 'id_str': '3191500397', 'indices': [10, 13]}, {'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [199, 208]}]","London, England",drtedro g7 but control global suppli covid19 vaccin the countri compani must play part produc share achiev who global targetsdrtedro vaccinequ httpstcoiea03yxg0t
